"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Collection Time]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC21"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-11-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-9-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-9-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-7-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-9-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-9-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-10-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-9-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC22"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-5-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-11-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-10-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-6-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-10-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-5-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-6-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-10-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC23"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-6-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-10-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-9-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-6-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-6-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-10-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-5-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-7-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC24"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-6-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-5-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-11-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-10-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-9-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-11-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-6-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-5-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC25"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
