"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[temperature]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[treatment days]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[CO2 concentration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Calanus96"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_CO2_08"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus97"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_CO2_08"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus98"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_08C_Ctrl_08"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus99"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_Ctrl_01"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus100"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_Ctrl_01"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus101"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_10C_Ctrl_01"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus102"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_CO2_01"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus103"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_CO2_01"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus104"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_QC06"	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus105"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_08C_Ctrl_01"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus106"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_Ctrl_07"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus107"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_Ctrl_07"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus108"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_10C_Ctrl_07"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus109"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_CO2_07"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus110"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_CO2_07"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus111"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_08C_Ctrl_07"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus112"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_Ctrl_02"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus113"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_Ctrl_02"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus114"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_10C_Ctrl_02"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus115"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_QC07"	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus116"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_CO2_02"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus117"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_CO2_02"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus118"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_08C_Ctrl_02"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus119"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_Ctrl_10"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus120"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_10C_Ctrl_10"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus121"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_CO2_10"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus122"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_08C_Ctrl_10"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus123"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_Ctrl_05"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus124"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_Ctrl_05"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus125"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_10C_Ctrl_05"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus126"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_QC08"	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus127"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_CO2_05"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus128"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_CO2_05"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus129"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_08C_Ctrl_05"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus130"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_Ctrl_09"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus131"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_Ctrl_09"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus132"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_10C_Ctrl_09"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus133"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_08C_CO2_09"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus134"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t5_10C_CO2_09"	"10"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"5"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"1000"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus135"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_t0_08C_Ctrl_09"	"8"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"380"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus136"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_QC09"	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus137"	"Calanus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6836"	"Calanus helgolandicus/NCBITAXON:Calanus finmarchicus"	"NCBITAXON"	""	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"L_QC10"	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
"Calanus138"	"blank"	""	""	""	""	""	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"Sample collection"	"L_ExBlank2"	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	"parts per million"	"UO"	"http://purl.obolibrary.org/obo/UO_0000169"
