"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Origin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time]"	"Term Source REF"	"Term Accession Number"
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_258b2_r001"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_258b2_r002"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_258b3_r001"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_258b3_r002"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_268_b1_r001"	"Batch 4"	""	""	"Raw palm oil effluent pond, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_268_b1_r002"	"Batch 4"	""	""	"Raw palm oil effluent pond, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_268_b2_r001"	"Batch 4"	""	""	"Raw palm oil effluent pond, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_268_b2_r002"	"Batch 4"	""	""	"Raw palm oil effluent pond, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_268_b3_r001"	"Batch 4"	""	""	"Raw palm oil effluent pond, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_268_b3_r002"	"Batch 4"	""	""	"Raw palm oil effluent pond, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_283_b1_r001"	"Batch 4"	""	""	"Anaerobic pond 3, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_283_b1_r002"	"Batch 4"	""	""	"Anaerobic pond 3, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_283_b2_r001"	"Batch 4"	""	""	"Anaerobic pond 3, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_283_b2_r002"	"Batch 4"	""	""	"Anaerobic pond 3, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_283_b3_r001"	"Batch 4"	""	""	"Anaerobic pond 3, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_283_b3_r002"	"Batch 4"	""	""	"Anaerobic pond 3, Labu Palm Oil Mill, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_322_b1_r001"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_322_b1_r002"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_322_b2_r001"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_322_b2_r002"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_322_b3_r001"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_322_b3_r002"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_325_b1_r001"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_325_b1_r002"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_325_b2_r001"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_325_b2_r002"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_325_b3_r001"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_325_b3_r002"	"Batch 4"	""	""	"Wastewater treatment pond at oil refinery, Negeri Sembilan"	""	""	"exponential phase culture"	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_01.r001"	"Batch 1"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_01.r002"	"Batch 1"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_01.r003"	"Batch 1"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_01.r004"	"Batch 1"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_01.r005"	"Batch 1"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_01.r006"	"Batch 1"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_02.r001"	"Batch 2"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_02.r002"	"Batch 2"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_02.r003"	"Batch 2"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_02.r004"	"Batch 2"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_02.r005"	"Batch 2"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_02.r006"	"Batch 2"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_03.r000"	"Batch 3"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_03.r001"	"Batch 3"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_03.r002"	"Batch 3"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_03.r003"	"Batch 3"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_03.r004"	"Batch 3"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_03.r005"	"Batch 3"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_03.r006"	"Batch 3"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_04.r001"	"Batch 4"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_04.r002"	"Batch 4"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_04.r003"	"Batch 4"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_04.r004"	"Batch 4"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_04.r005"	"Batch 4"	""	""	""	""	""	""	""	""
"Sample matrix"	"matrix"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002743"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"matrix_04.r006"	"Batch 4"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"15th.Blank01"	"Batch 1"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"15th.Blank02"	"Batch 1"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"15th.Blank03"	"Batch 1"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"15th.Blank04"	"Batch 1"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"15th.Blank05"	"Batch 1"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"15th.Blank06"	"Batch 1"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"17th.Blank01"	"Batch 2"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"17th.Blank02"	"Batch 2"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"17th.Blank03"	"Batch 2"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"17th.Blank04"	"Batch 2"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"17th.Blank05"	"Batch 2"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"17th.Blank06"	"Batch 2"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"21st.Blank01"	"Batch 3"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"21st.Blank02"	"Batch 3"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"21st.Blank05"	"Batch 3"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"21st.Blank08"	"Batch 3"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"21st.Blank09"	"Batch 3"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"21st.Blank11"	"Batch 3"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"23rd.Blank01"	"Batch 4"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"23rd.Blank02"	"Batch 4"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"23rd.Blank03"	"Batch 4"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"23rd.Blank04"	"Batch 4"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"23rd.Blank05"	"Batch 4"	""	""	""	""	""	""	""	""
"Blanks"	"blank"	""	""	"blank"	""	""	"Sample collection"	"23rd.Blank06"	"Batch 4"	""	""	""	""	""	""	""	""
