"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1.F.8_01_6617"	"neg_MM8_1.F.8_01_6626"	"neg_MM8_1.F.8_01_6635"	"neg_MM8_1.F.8_01_6646"	"neg_MM8_1.F.8_01_6654"	"neg_MM8_1.F.8_01_7156"	"neg_MM8_1.F.8_01_7157"	"neg_MM8_1.F.8_01_7166"	"neg_MM8_1.F.8_01_7175"	"neg_MM8_1.F.8_01_7185"	"neg_MM8_1.F.8_01_7193"	"neg_MM8_1.F.8_01_7435"	"neg_MM8_1.F.8_01_7436"	"neg_MM8_1.F.8_01_7451"	"neg_MM8_1.F.8_01_7462"	"neg_MM8_1.F.8_01_7475"	"neg_MM8_1.F.8_01_7484"
""	""	""	""	""	" 219.02731"	""	""	""	" 268.69460"	""	""	""	""	""	""	""	""	""	""	""	" 8.036880"	" 7.916191"	" 8.202658"	" 8.066612"	" 7.988562"	" 8.010328"	" 7.940506"	" 7.843845"	" 7.991150"	" 7.892294"	" 7.912057"	" 8.040667"	" 8.008313"	" 8.136947"	" 8.000687"	" 8.122891"	" 8.023846"	" 6.203871"	" 7.000371"	" 7.300438"	" 7.175643"	" 7.166032"	" 7.309019"
""	""	""	""	""	" 219.04596"	""	""	""	"  38.18329"	""	""	""	""	""	""	""	""	""	""	""	" 6.759849"	" 6.042652"	" 6.933891"	""	" 6.507056"	""	""	" 5.964837"	" 6.365374"	" 5.981120"	""	""	""	" 6.433917"	" 6.349719"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 221.15390"	""	""	""	" 681.31157"	""	""	""	""	""	""	""	""	""	""	""	" 6.432837"	" 7.188292"	" 7.224678"	" 7.126794"	" 7.356127"	" 7.164405"	" 6.676620"	" 6.742163"	" 6.733002"	" 6.808138"	" 6.851363"	""	" 6.578384"	""	""	" 5.820107"	" 6.488013"	" 7.219771"	" 6.956545"	""	" 5.862878"	""	""
""	""	""	""	""	" 221.11756"	""	""	""	" 472.56928"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.452157"	" 6.109781"	" 6.256011"	""	""	""	""	""	""	""	""	""	" 5.972404"	""	" 6.236678"	" 5.869166"	" 5.765818"	""	""	""	""
""	""	""	""	""	" 221.80089"	""	""	""	"1143.88834"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.267319"	" 7.243347"	" 6.426877"	" 6.437150"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 223.02919"	""	""	""	" 480.21715"	""	""	""	""	""	""	""	""	""	""	""	" 6.431215"	" 6.357690"	" 6.401001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 223.79785"	""	""	""	"1144.38049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.723538"	" 7.711878"	" 7.024877"	" 7.243347"	""	""	""	""	""	""	" 5.350933"	""
""	""	""	""	""	" 224.09383"	""	""	""	" 243.93662"	""	""	""	""	""	""	""	""	""	""	""	" 7.962372"	" 7.963549"	" 8.085585"	" 7.910949"	" 7.894575"	" 7.856583"	" 7.454444"	" 7.579739"	" 7.540056"	" 7.784503"	" 7.574374"	" 7.588747"	" 7.197492"	""	""	""	""	" 6.377468"	""	""	""	""	""
""	""	""	""	""	" 225.09812"	""	""	""	" 244.06799"	""	""	""	""	""	""	""	""	""	""	""	" 5.816349"	" 6.282102"	""	" 5.339075"	" 5.926020"	""	" 5.522859"	" 5.769181"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 225.79473"	""	""	""	"1143.99439"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.979637"	""	" 5.794866"	" 6.389784"	""	""	""	""	""	""	""
""	""	""	""	""	" 226.96631"	""	""	""	"1140.82106"	""	""	""	""	""	""	""	""	""	""	""	" 9.744456"	" 9.646687"	" 9.428380"	" 9.506191"	" 9.666663"	" 9.629469"	" 8.920773"	" 8.869082"	" 8.660158"	" 8.768473"	" 8.945011"	" 8.826253"	" 8.588449"	" 8.588136"	" 8.483853"	" 8.454023"	" 8.794170"	" 7.927688"	" 7.614190"	" 8.073862"	" 7.710976"	" 7.669355"	" 8.083032"
""	""	""	""	""	" 227.11942"	""	""	""	" 373.81670"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.615157"	" 5.589074"	""	""	" 5.532092"	""	""	""	""	" 6.467351"	""	""	" 6.373370"	""	" 6.482437"	""	""	""	""	""	""	""
""	""	""	""	""	" 227.96768"	""	""	""	"1140.85871"	""	""	""	""	""	""	""	""	""	""	""	" 8.076359"	" 7.911811"	" 7.377989"	" 7.611534"	" 7.846443"	" 7.758870"	" 7.125302"	" 7.082649"	" 6.705002"	" 6.998838"	" 7.105241"	" 6.819213"	" 6.814871"	" 6.713199"	" 6.672377"	" 6.816639"	""	" 5.926862"	""	" 6.237136"	" 6.152154"	""	" 6.377869"
""	""	""	""	""	" 228.96542"	""	""	""	"1140.98407"	""	""	""	""	""	""	""	""	""	""	""	" 7.949027"	""	""	""	""	""	""	""	""	" 6.755555"	""	" 6.937811"	" 6.729780"	""	" 5.885704"	""	" 7.139400"	" 5.962942"	""	""	""	""	" 6.598269"
""	""	""	""	""	" 229.13359"	""	""	""	" 373.15835"	""	""	""	""	""	""	""	""	""	""	""	" 6.583509"	" 6.338877"	""	" 6.102290"	" 6.131192"	" 6.007874"	" 6.835018"	" 6.541496"	""	""	" 6.472877"	" 5.958908"	" 6.325133"	""	""	" 6.518282"	" 6.285238"	""	""	" 5.600198"	""	""	" 5.902577"
""	""	""	""	""	" 229.14482"	""	""	""	" 457.84618"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.259230"	""	" 6.343613"	" 6.112205"	""	""	""	""	""	""	""	""	" 5.788712"	""	" 5.700577"	""	""	""	" 5.790767"	""	" 6.208011"
""	""	""	""	""	" 230.06862"	""	""	""	" 185.87074"	""	""	""	""	""	""	""	""	""	""	""	" 6.272791"	" 5.774341"	""	""	""	""	""	""	" 7.924168"	" 7.455852"	""	" 7.708861"	""	""	" 7.633191"	""	" 7.894425"	""	" 6.644789"	""	" 5.667450"	""	" 6.692996"
""	""	""	""	""	" 231.06857"	""	""	""	" 200.51823"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.675548"	" 5.600555"	""	" 5.485944"	""	""	""	" 5.590568"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 232.02181"	""	""	""	" 260.46410"	""	""	""	""	""	""	""	""	""	""	""	" 7.466731"	" 7.519311"	" 7.280367"	" 7.424600"	" 7.196317"	""	" 6.965148"	" 7.048796"	" 7.166652"	" 7.142439"	" 6.926004"	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 232.98686"	""	""	""	"1103.18418"	""	""	""	""	""	""	""	""	""	""	""	" 9.532159"	" 8.995998"	" 9.025290"	" 9.064380"	" 9.414122"	" 9.272007"	" 9.785722"	" 9.419561"	""	" 9.617207"	" 8.855376"	""	" 9.906315"	"10.167227"	" 9.109733"	" 9.433963"	" 9.366197"	" 8.823586"	" 8.984820"	" 8.670185"	""	" 8.258762"	" 8.586194"
""	""	""	""	""	" 232.98654"	""	""	""	"1140.24758"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.886607"	""	""	" 7.828006"	" 8.253853"	" 8.318465"	" 8.047126"	" 8.841625"	" 7.942840"	""	""	" 7.707660"	" 7.715930"	" 8.108736"	" 8.073652"	""	""	" 7.518946"	" 7.210629"	" 7.590537"	""
""	""	""	""	""	" 232.97907"	""	""	""	" 210.44153"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.171984"	" 6.174086"	" 5.908778"	" 6.010431"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 232.98704"	""	""	""	"  36.32590"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.600198"	""	""	""	""	""	""	""	""	""	" 6.533486"	" 7.489600"	""	" 7.395792"	""	""	""	""	""	""
""	""	""	""	""	" 235.92580"	""	""	""	"1184.20216"	""	""	""	""	""	""	""	""	""	""	""	" 7.999899"	""	" 7.969571"	""	" 8.455740"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 235.92647"	""	""	""	"1152.92851"	""	""	""	""	""	""	""	""	""	""	""	"10.124910"	" 9.866232"	""	""	" 9.939671"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 238.93135"	""	""	""	"  26.53050"	""	""	""	""	""	""	""	""	""	""	""	" 7.809087"	" 7.727690"	" 7.843811"	""	""	""	""	" 6.840641"	""	" 6.699441"	""	""	""	" 7.312400"	""	" 7.073866"	" 7.066409"	""	" 6.890064"	""	""	" 6.235973"	""
""	""	""	""	""	" 239.05949"	""	""	""	"1037.38102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.318383"	""	" 8.562329"	" 8.594632"	" 8.398237"	" 8.562907"	""	""	""	""	""	""
""	""	""	""	""	" 240.05964"	""	""	""	"1037.85134"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.187902"	" 6.911046"	" 6.326936"	""	""	""	""	""	""
""	""	""	""	""	" 240.91140"	""	""	""	"1171.19703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.782192"	" 9.810397"	""	" 8.808132"	""	""	""	" 8.433996"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 240.92672"	""	""	""	"  26.75423"	""	""	""	""	""	""	""	""	""	""	""	" 6.916390"	" 6.916057"	" 6.890406"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 242.17575"	""	""	""	" 429.83910"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.636891"	" 6.548727"	""	""	""	" 6.192372"	" 5.941097"	" 5.994420"	" 6.393830"	""	""	" 6.013500"	" 5.683580"	""	""	" 5.890362"	" 6.291096"	""	" 5.964669"	""	" 6.243685"	" 6.295281"
""	""	""	""	""	" 242.94343"	""	""	""	"1141.89421"	""	""	""	""	""	""	""	""	""	""	""	"10.600034"	"10.684292"	"10.399678"	"10.437160"	"10.852153"	"10.586413"	" 9.683676"	" 9.741655"	" 9.456931"	" 9.617979"	" 9.817145"	" 9.688687"	" 9.620242"	" 9.644143"	" 9.643838"	" 9.633878"	" 9.853403"	" 8.758598"	" 8.742475"	" 8.919633"	" 8.815041"	" 8.733530"	" 9.181921"
""	""	""	""	""	" 243.11329"	""	""	""	" 373.01174"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.051021"	" 6.300310"	" 6.750849"	" 6.266473"	" 6.203242"	" 6.037248"	" 6.148676"	" 5.947262"	""	" 5.653552"	""	""	""	""	""	""	""
""	""	""	""	""	" 243.94720"	""	""	""	"1141.26783"	""	""	""	""	""	""	""	""	""	""	""	" 7.824039"	""	" 7.562827"	" 7.235389"	" 7.711277"	""	" 6.831803"	" 6.444653"	""	""	""	""	" 6.966417"	""	""	""	" 6.664695"	""	""	""	" 6.127533"	""	" 6.118696"
""	""	""	""	""	" 244.94642"	""	""	""	"1140.79314"	""	""	""	""	""	""	""	""	""	""	""	" 7.042776"	" 6.943339"	""	""	""	" 6.920711"	""	""	""	""	""	""	""	""	""	""	" 6.049016"	""	""	""	""	""	""
""	""	""	""	""	" 246.93834"	""	""	""	"1141.08784"	""	""	""	""	""	""	""	""	""	""	""	" 6.308422"	""	" 6.711974"	" 6.934218"	" 6.970527"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 248.96042"	""	""	""	"1139.47663"	""	""	""	""	""	""	""	""	""	""	""	"11.069913"	"10.856729"	"10.692560"	"10.823410"	"11.059778"	"11.427652"	"10.471571"	"10.529816"	"10.233962"	"10.578045"	"10.195569"	"10.702009"	"10.699272"	"10.560381"	"10.492581"	"10.595747"	"10.647367"	"10.082421"	"10.215749"	"10.140170"	" 9.895631"	"10.107242"	"10.246391"
""	""	""	""	""	" 248.96031"	""	""	""	"  25.21244"	""	""	""	""	""	""	""	""	""	""	""	"10.828847"	"10.726127"	"10.797768"	" 9.531961"	" 9.689104"	""	" 9.616950"	" 9.587824"	" 9.594871"	" 9.604740"	" 9.568951"	" 9.668161"	" 9.860833"	" 9.942715"	" 9.888255"	" 9.865761"	" 9.910224"	" 9.275671"	" 9.352169"	" 9.974993"	" 9.981866"	" 9.646665"	" 9.420759"
""	""	""	""	""	" 248.96043"	""	""	""	"1073.30687"	""	""	""	""	""	""	""	""	""	""	""	""	" 9.876742"	""	"10.667017"	"10.776474"	""	""	""	""	""	""	""	""	""	""	"10.091988"	""	""	""	""	""	""	""
""	""	""	""	""	" 249.06496"	""	""	""	" 398.64140"	""	""	""	""	""	""	""	""	""	""	""	" 6.090187"	""	""	" 6.382993"	" 5.793843"	""	""	""	""	""	" 5.819109"	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 249.14781"	""	""	""	" 752.05229"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.486478"	""	""	" 6.599185"	""	" 6.466829"	" 6.615468"	" 6.201381"	""	""	""	" 6.217229"	" 5.543989"	" 6.072528"	""	" 6.237136"	" 5.952516"	""	" 6.158574"	" 6.127990"	""
""	""	""	""	""	" 249.96425"	""	""	""	"1139.17627"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.704162"	" 8.171339"	" 7.803752"	""	""	" 7.480658"	""	""	" 7.093032"	""	""	""	" 7.461916"	""	""	" 7.191080"	""	" 6.931269"	""	""	""
""	""	""	""	""	" 250.14665"	""	""	""	" 749.18910"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.817007"	" 6.568527"	" 6.718491"	" 6.135565"	" 6.165653"	""	""	""	" 6.157744"	" 5.635589"	""	""	""	""	" 5.607624"	""	""	""	" 5.451828"	""	""	""
""	""	""	""	""	" 251.05116"	""	""	""	"1088.68036"	""	""	""	""	""	""	""	""	""	""	""	" 9.530024"	" 9.505641"	" 9.505691"	" 9.322834"	" 9.594642"	" 9.428373"	" 9.496243"	" 8.801934"	" 9.011940"	" 8.826894"	" 8.956865"	" 8.653027"	" 9.064613"	" 9.526357"	" 9.210310"	" 8.616970"	" 8.903324"	" 8.448208"	" 8.955124"	" 8.371043"	" 8.087884"	" 8.367571"	" 8.217549"
""	""	""	""	""	" 252.05185"	""	""	""	"1088.70498"	""	""	""	""	""	""	""	""	""	""	""	"11.651559"	"11.515663"	"11.608169"	"11.597682"	"11.550909"	"11.751589"	"10.715957"	"10.853856"	"10.980566"	"11.100579"	"10.946749"	"10.795547"	"11.118932"	"10.976523"	"11.006250"	"10.808401"	"10.897695"	"10.532462"	"10.103563"	"10.528016"	"10.256156"	"10.166679"	"10.724317"
""	""	""	""	""	" 253.05288"	""	""	""	"1088.44198"	""	""	""	""	""	""	""	""	""	""	""	"12.792407"	"12.679520"	"12.801662"	"12.785611"	"12.848838"	"12.773852"	"11.897872"	"12.232750"	"12.200327"	"12.116446"	"12.038115"	"12.284283"	"12.224039"	"11.994632"	"12.194086"	"11.954486"	"12.338533"	"11.653158"	"11.612022"	"11.814942"	"11.719351"	"11.320970"	"11.717280"
""	""	""	""	""	" 253.14227"	""	""	""	" 496.24476"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.077936"	" 6.427963"	""	""	" 5.699453"	""
""	""	""	""	""	" 254.05631"	""	""	""	"1088.70503"	""	""	""	""	""	""	""	""	""	""	""	"10.035132"	" 9.964080"	"10.065721"	"10.198322"	"10.100118"	"10.070669"	" 9.501313"	" 9.459737"	" 9.679555"	" 9.482517"	" 9.528339"	" 9.332797"	" 9.469793"	" 9.454224"	" 9.525818"	"10.108924"	"10.196384"	" 8.487390"	" 9.099300"	" 9.583016"	" 8.665966"	" 8.914181"	" 9.645818"
""	""	""	""	""	" 255.05696"	""	""	""	"1088.34827"	""	""	""	""	""	""	""	""	""	""	""	" 8.793049"	" 9.070427"	" 8.895345"	" 8.973254"	" 9.022172"	" 8.947637"	" 8.498702"	" 8.709532"	" 8.188289"	" 8.428063"	" 9.025628"	" 8.478056"	" 8.405251"	" 8.163617"	" 8.168677"	" 9.110723"	" 8.751393"	""	""	""	""	" 8.514572"	""
""	""	""	""	""	" 255.23255"	""	""	""	" 921.46085"	""	""	""	""	""	""	""	""	""	""	""	" 8.088721"	" 8.238634"	" 8.240054"	" 8.197031"	" 8.271301"	" 8.334324"	" 7.782479"	" 8.002669"	" 7.999109"	" 7.897677"	" 8.047224"	" 8.287604"	" 8.109343"	" 8.161989"	" 7.915120"	" 7.967826"	" 8.062914"	" 6.809622"	""	" 7.118120"	""	""	" 6.758680"
""	""	""	""	""	" 256.95485"	""	""	""	"1148.22451"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.596489"	" 8.719357"	""	" 9.167331"	""	""	""	""	" 8.625308"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 259.10837"	""	""	""	" 373.03603"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.901601"	""	""	" 6.081236"	" 5.537122"	""	""	" 5.708412"	" 6.165734"	" 6.101596"	" 6.386479"	""	" 5.270658"	""	""	""	""
""	""	""	""	""	" 260.08008"	""	""	""	" 184.22639"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.980212"	" 5.403110"	""	""	" 6.100255"	" 6.109781"	""	""	""	""	""	""	""	" 5.765818"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 260.91785"	""	""	""	"1141.02070"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.991904"	""	""	""	""	""	""	""	" 5.536074"	""	""	""	""	" 6.198284"	""	" 6.467873"	""	""	" 5.937557"
""	""	""	""	""	" 262.06863"	""	""	""	"  38.52227"	""	""	""	""	""	""	""	""	""	""	""	" 6.804161"	" 7.037646"	" 7.190827"	" 6.531041"	" 6.693272"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 263.16522"	""	""	""	" 754.71411"	""	""	""	""	""	""	""	""	""	""	""	" 7.895928"	" 8.201829"	" 8.380136"	" 8.267081"	" 7.972703"	" 8.014780"	" 6.807767"	" 7.011640"	" 7.155790"	" 6.700001"	" 6.837401"	""	""	" 6.632918"	" 6.738190"	" 6.707879"	" 6.651324"	""	""	""	" 6.407118"	""	""
""	""	""	""	""	" 264.03652"	""	""	""	"  39.23666"	""	""	""	""	""	""	""	""	""	""	""	" 7.038655"	""	" 7.012850"	" 7.198644"	" 7.075167"	" 7.109370"	""	""	""	" 6.698929"	""	" 6.030608"	""	""	""	""	""	""	" 5.710777"	""	""	""	""
""	""	""	""	""	" 265.02019"	""	""	""	" 268.33910"	""	""	""	""	""	""	""	""	""	""	""	" 6.260849"	""	""	""	" 6.200486"	" 6.251488"	""	" 6.131568"	" 5.887570"	""	""	" 6.282730"	" 5.891886"	" 5.434386"	""	""	" 5.825079"	""	""	""	""	""	""
""	""	""	""	""	" 265.14733"	""	""	""	" 619.03190"	""	""	""	""	""	""	""	""	""	""	""	" 9.248320"	" 9.271818"	" 9.258362"	" 9.389962"	" 9.356201"	" 9.392766"	" 8.023185"	" 8.085001"	" 8.067455"	" 8.040545"	" 8.036315"	" 8.930449"	" 8.769832"	" 8.829903"	" 8.815241"	" 8.896127"	" 8.959667"	" 7.840247"	" 7.955126"	" 8.519210"	" 8.400115"	" 8.370955"	" 8.477525"
""	""	""	""	""	" 265.95115"	""	""	""	"1138.58547"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.787714"	" 8.037835"	" 7.344688"	""	" 7.654003"	""	""	""	""	""	""	""
""	""	""	""	""	" 266.02624"	""	""	""	"  38.46686"	""	""	""	""	""	""	""	""	""	""	""	" 6.290235"	" 6.527607"	" 6.945033"	" 6.640409"	" 6.081013"	""	" 5.738068"	" 5.843943"	" 5.813201"	" 6.010338"	""	""	""	" 6.011032"	""	" 5.872705"	" 5.566082"	""	""	""	""	""	""
""	""	""	""	""	" 266.15014"	""	""	""	" 618.87448"	""	""	""	""	""	""	""	""	""	""	""	" 7.188038"	" 7.397944"	" 7.363396"	" 7.181160"	" 7.421537"	" 7.537375"	""	""	" 6.087901"	" 5.805039"	" 5.667450"	""	" 6.600556"	" 7.082742"	" 6.857034"	" 7.065979"	" 6.656089"	""	""	" 6.429048"	" 6.438538"	""	""
""	""	""	""	""	" 266.93917"	""	""	""	" 210.10457"	""	""	""	""	""	""	""	""	""	""	""	" 7.798255"	" 7.934033"	" 7.761306"	" 7.481295"	" 7.412731"	" 7.567180"	""	" 6.238524"	""	""	" 6.297065"	""	""	""	""	""	" 6.836091"	""	""	""	""	""	""
""	""	""	""	""	" 267.02890"	""	""	""	" 530.31821"	""	""	""	""	""	""	""	""	""	""	""	" 6.288988"	""	" 6.116475"	" 5.923335"	""	" 6.500208"	" 6.187985"	" 5.698328"	""	""	""	""	""	""	""	" 6.021047"	""	""	""	" 5.489995"	""	" 5.914238"	" 5.771067"
""	""	""	""	""	" 267.14526"	""	""	""	" 617.76294"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.533486"	" 6.604659"	""	" 6.555888"	" 6.295207"	""	""	""	""	""	""	""	""	" 6.146415"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 268.02608"	""	""	""	"1098.56030"	""	""	""	""	""	""	""	""	""	""	""	" 8.235720"	" 8.027800"	" 8.185765"	" 8.099596"	" 8.123788"	" 7.999899"	" 7.858168"	" 7.874563"	" 7.649927"	" 7.807858"	" 7.925383"	" 8.420319"	" 8.207158"	" 7.707811"	" 7.939732"	" 8.081565"	" 7.875712"	" 7.511442"	" 7.324738"	" 7.413058"	" 7.117343"	" 7.128143"	" 7.449093"
""	""	""	""	""	" 268.03746"	""	""	""	" 531.01945"	""	""	""	""	""	""	""	""	""	""	""	" 9.185889"	" 9.177105"	" 9.070736"	" 9.228226"	" 9.143309"	" 9.194357"	" 8.920127"	" 8.848838"	" 8.905985"	" 8.782230"	" 8.836902"	" 8.878491"	" 8.939075"	" 8.890452"	" 8.934020"	" 8.923170"	" 8.960472"	" 8.607110"	" 8.580218"	" 8.448640"	" 8.619623"	" 8.478279"	" 8.613513"
""	""	""	""	""	" 268.93648"	""	""	""	" 210.05574"	""	""	""	""	""	""	""	""	""	""	""	" 7.330641"	" 7.520202"	" 7.564919"	" 7.190663"	" 7.199146"	" 7.236989"	" 6.123860"	""	""	""	" 5.922459"	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 269.02699"	""	""	""	"1098.33068"	""	""	""	""	""	""	""	""	""	""	""	" 9.637107"	" 9.417323"	" 9.368107"	" 9.436480"	" 9.507914"	" 9.507864"	" 9.331877"	" 9.252388"	" 8.959388"	" 9.344629"	" 9.255990"	" 9.728934"	" 9.688166"	" 9.466470"	" 9.328033"	" 9.518556"	" 9.413985"	" 8.803348"	" 8.919318"	" 8.766799"	" 8.491122"	" 8.495939"	" 8.918734"
""	""	""	""	""	" 269.04519"	""	""	""	" 408.03307"	""	""	""	""	""	""	""	""	""	""	""	" 8.669783"	" 8.626067"	" 8.606486"	" 8.706916"	" 8.700796"	" 8.681766"	" 8.563356"	" 8.700738"	" 8.748134"	" 8.770666"	" 8.668134"	" 8.871682"	" 8.821281"	" 8.834137"	" 8.827408"	" 8.777890"	" 8.880923"	" 8.169022"	" 8.225411"	" 8.100004"	" 8.163617"	" 8.090684"	" 8.280624"
""	""	""	""	""	" 269.04120"	""	""	""	" 531.12317"	""	""	""	""	""	""	""	""	""	""	""	" 7.517486"	" 7.169849"	" 6.911046"	" 7.482420"	" 7.329319"	" 7.285216"	" 6.757509"	" 7.252672"	" 7.223452"	" 7.275261"	" 6.989772"	" 7.186124"	""	" 6.553318"	" 7.253683"	" 6.986641"	" 6.998725"	""	" 6.476184"	" 6.489545"	" 6.445186"	""	" 6.480314"
""	""	""	""	""	" 269.13074"	""	""	""	" 486.13821"	""	""	""	""	""	""	""	""	""	""	""	" 8.072395"	" 8.309235"	" 8.300934"	" 7.935471"	" 8.233049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 270.04898"	""	""	""	" 407.81808"	""	""	""	""	""	""	""	""	""	""	""	" 6.469555"	" 7.002369"	" 6.368277"	" 6.665278"	" 6.980683"	" 6.831417"	" 6.905673"	" 6.833790"	" 6.811291"	" 6.907355"	" 6.883644"	""	""	""	" 7.068291"	""	" 7.124362"	""	" 6.494880"	""	""	" 6.177402"	" 6.566166"
""	""	""	""	""	" 270.03252"	""	""	""	"1098.56716"	""	""	""	""	""	""	""	""	""	""	""	" 6.510758"	" 6.924022"	" 6.138470"	" 6.423794"	" 6.992067"	" 7.067586"	" 6.579318"	" 6.421427"	""	" 6.562713"	""	""	" 7.521314"	" 7.048796"	""	" 6.676620"	" 6.706158"	""	" 6.134837"	""	""	""	" 5.653415"
""	""	""	""	""	" 271.10775"	""	""	""	" 373.43038"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.689539"	" 6.598897"	" 6.813691"	" 6.239994"	" 6.249049"	""	" 5.739150"	" 6.127533"	""	""	""	" 5.478837"	""	""	""	""	""
""	""	""	""	""	" 272.95926"	""	""	""	"1140.93187"	""	""	""	""	""	""	""	""	""	""	""	" 7.646006"	" 7.587306"	" 7.275028"	" 7.127064"	" 7.618986"	" 7.276424"	" 6.697810"	" 6.722139"	""	" 6.809992"	" 6.949481"	" 5.987697"	""	" 6.096257"	""	""	" 6.328137"	""	""	""	""	""	" 5.322815"
""	""	""	""	""	" 273.07632"	""	""	""	" 319.80809"	""	""	""	""	""	""	""	""	""	""	""	" 9.881513"	" 9.841239"	" 9.843275"	" 9.724405"	" 9.712025"	" 9.756691"	" 9.330780"	" 9.304496"	" 9.314891"	" 9.314830"	" 9.265793"	" 9.796194"	" 9.750927"	" 9.763613"	" 9.726453"	" 9.715725"	" 9.801845"	" 9.154691"	" 9.027067"	" 9.056455"	" 9.075900"	" 9.123754"	" 9.110315"
""	""	""	""	""	" 273.12420"	""	""	""	" 373.05752"	""	""	""	""	""	""	""	""	""	""	""	"12.935890"	"12.934065"	"12.959890"	"12.792936"	"12.812948"	"12.843110"	"12.396705"	"12.394846"	"12.444051"	"12.408482"	"12.446397"	"12.374916"	"12.419713"	"12.459883"	"12.493810"	"12.475839"	"12.528032"	"11.617333"	"11.697555"	"11.683045"	"11.756593"	"11.737346"	"11.812393"
""	""	""	""	""	" 273.96020"	""	""	""	"1140.85641"	""	""	""	""	""	""	""	""	""	""	""	" 6.308033"	""	""	" 6.314852"	" 6.517730"	" 6.263718"	""	""	""	" 5.507865"	" 5.678998"	""	""	""	""	""	""	""	""	""	""	""	""
