"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Factor Value[age]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Sample Name"
"HA_5m_control1Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control1Gas"
"HA_5m_control2Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control2Gas"
"HA_5m_control3Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control3Gas"
"HA_5m_control4Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control4Gas"
"HA_5m_control5Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control5Gas"
"HA_5m_ppar1Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar1Gas"
"HA_5m_ppar2Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar2Gas"
"HA_5m_ppar3Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar3Gas"
"HA_5m_ppar4Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar4Gas"
"HA_5m_ppar5Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar5Gas"
"HA_7m_control1G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control1G"
"HA_7m_control2G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control2G"
"HA_7m_control3G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control3G"
"HA_7m_control4G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control4G"
"HA_7m_control5G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control5G"
"HA_7m_ppar1G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar1G"
"HA_7m_ppar2G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar2G"
"HA_7m_ppar3G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar3G"
"HA_7m_ppar4G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar4G"
"HA_7m_ppar5G"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar5G"
"HA_9m_control1Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control1Gas"
"HA_9m_control2Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control2Gas"
"HA_9m_control3Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control3Gas"
"HA_9m_control4Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control4Gas"
"HA_9m_control5Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control5Gas"
"HA_9m_ppar1Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar1Gas"
"HA_9m_ppar2Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar2Gas"
"HA_9m_ppar3Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar3Gas"
"HA_9m_ppar4Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar4Gas"
"HA_9m_ppar5Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar5Gas"
"HA_11m_control1Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_control1Gas"
"HA_11m_control2Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_control2Gas"
"HA_11m_control3Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_control3Gas"
"HA_11m_control4Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_control4Gas"
"HA_11m_control5Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_control5Gas"
"HA_11m_ppar1Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar1Gas"
"HA_11m_ppar2Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar2Gas"
"HA_11m_ppar3Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar3Gas"
"HA_11m_ppar4Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar4Gas"
"HA_11m_ppar5Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar5Gas"
"HA_13m_control1Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control1Gas"
"HA_13m_control2Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control2Gas"
"HA_13m_control3Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control3Gas"
"HA_13m_control4Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control4Gas"
"HA_13m_control5Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control5Gas"
"HA_13m_ppar1Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar1Gas"
"HA_13m_ppar2Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar2Gas"
"HA_13m_ppar3Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar3Gas"
"HA_13m_ppar4Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar4Gas"
"HA_13m_ppar5Gas"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"gastrocnemius"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000506"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar5Gas"
"HA_3m_control1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control1H"
"HA_3m_control2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control2H"
"HA_3m_control3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control3H"
"HA_3m_control4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control4H"
"HA_3m_control5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control5H"
"HA_3m_ppar1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar1H"
"HA_3m_ppar2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar2H"
"HA_3m_ppar3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar3H"
"HA_3m_ppar4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar4H"
"HA_3m_ppar5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar5H"
"HA_5m_control1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control1H"
"HA_5m_control2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control2H"
"HA_5m_control3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control3H"
"HA_5m_control4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control4H"
"HA_5m_control5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control5H"
"HA_5m_ppar1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar1H"
