"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[variety]"	"Term Source REF"	"Term Accession Number"	"Factor Value[drought treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[time point of drought duration]"	"Term Source REF"	"Term Accession Number"
"3VIII2LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA8917"	"Georgia"	""	""	"S2"	""	""	"VIII"	""	""
"3VIII3LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA8922"	"Georgia"	""	""	"S2"	""	""	"VIII"	""	""
"3III2LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9076"	"Georgia"	""	""	"C"	""	""	"III"	""	""
"3III4LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9081"	"Georgia"	""	""	"C"	""	""	"III"	""	""
"3VIII1LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9166"	"Georgia"	""	""	"S3"	""	""	"VIII"	""	""
"3VIII2LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9171"	"Georgia"	""	""	"S3"	""	""	"VIII"	""	""
"3VIII3LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9176"	"Georgia"	""	""	"S3"	""	""	"VIII"	""	""
"3II1LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9323"	"Georgia"	""	""	"S1"	""	""	"II"	""	""
"3II3LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9330"	"Georgia"	""	""	"S1"	""	""	"II"	""	""
"3II2LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9442"	"Georgia"	""	""	"S1"	""	""	"II"	""	""
"3III1LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9543"	"Georgia"	""	""	"S1"	""	""	"III"	""	""
"3III2LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9548"	"Georgia"	""	""	"S1"	""	""	"III"	""	""
"3III3LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9553"	"Georgia"	""	""	"S1"	""	""	"III"	""	""
"3III4LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9558"	"Georgia"	""	""	"S1"	""	""	"III"	""	""
"3I1LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9663"	"Georgia"	""	""	"C"	""	""	"I"	""	""
"3VI3LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9812"	"Georgia"	""	""	"S2"	""	""	"VI"	""	""
"3VI4LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9817"	"Georgia"	""	""	"S2"	""	""	"VI"	""	""
"3VI1LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9932"	"Georgia"	""	""	"S3"	""	""	"VI"	""	""
"3VI2LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9937"	"Georgia"	""	""	"S3"	""	""	"VI"	""	""
"3VI3LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9942"	"Georgia"	""	""	"S3"	""	""	"VI"	""	""
"3VI4LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"GEORGIA9947"	"Georgia"	""	""	"S3"	""	""	"VI"	""	""
"4VI1LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10112"	"Harmal"	""	""	"C"	""	""	"VI"	""	""
"4VI2LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10117"	"Harmal"	""	""	"C"	""	""	"VI"	""	""
"4VI3LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10122"	"Harmal"	""	""	"C"	""	""	"VI"	""	""
"4VI4LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10127"	"Harmal"	""	""	"C"	""	""	"VI"	""	""
"4VII4LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10296"	"Harmal"	""	""	"S3"	""	""	"VII"	""	""
"4VII1LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10391"	"Harmal"	""	""	"S2"	""	""	"VII"	""	""
"4VII2LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10396"	"Harmal"	""	""	"S2"	""	""	"VII"	""	""
"4VII3LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10401"	"Harmal"	""	""	"S2"	""	""	"VII"	""	""
"4VII4LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10406"	"Harmal"	""	""	"S2"	""	""	"VII"	""	""
"4VII1LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10571"	"Harmal"	""	""	"C"	""	""	"VII"	""	""
"4VII2LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10576"	"Harmal"	""	""	"C"	""	""	"VII"	""	""
"4VII3LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10581"	"Harmal"	""	""	"C"	""	""	"VII"	""	""
"4VII4LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10586"	"Harmal"	""	""	"C"	""	""	"VII"	""	""
"4VIII3LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10726"	"Harmal"	""	""	"C"	""	""	"VIII"	""	""
"4V1LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10806"	"Harmal"	""	""	"S2"	""	""	"V"	""	""
"4V2LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10811"	"Harmal"	""	""	"S2"	""	""	"V"	""	""
"4V3LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10816"	"Harmal"	""	""	"S2"	""	""	"V"	""	""
"4V4LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10821"	"Harmal"	""	""	"S2"	""	""	"V"	""	""
"4V1LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10986"	"Harmal"	""	""	"S3"	""	""	"V"	""	""
"4V2LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10991"	"Harmal"	""	""	"S3"	""	""	"V"	""	""
"4V3LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL10996"	"Harmal"	""	""	"S3"	""	""	"V"	""	""
"4V4LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL11001"	"Harmal"	""	""	"S3"	""	""	"V"	""	""
"4VII1LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL11126"	"Harmal"	""	""	"S3"	""	""	"VII"	""	""
"4VII2LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL11131"	"Harmal"	""	""	"S3"	""	""	"VII"	""	""
"4VII3LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL11136"	"Harmal"	""	""	"S3"	""	""	"VII"	""	""
"4VIII2LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8241"	"Harmal"	""	""	"C"	""	""	"VIII"	""	""
"4VIII4LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8248"	"Harmal"	""	""	"C"	""	""	"VIII"	""	""
"4III2LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8374"	"Harmal"	""	""	"C"	""	""	"III"	""	""
"4IV2LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8696"	"Harmal"	""	""	"S1"	""	""	"IV"	""	""
"4IV4LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8703"	"Harmal"	""	""	"S1"	""	""	"IV"	""	""
"4IV1LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8762"	"Harmal"	""	""	"S1"	""	""	"IV"	""	""
"4IV3LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8767"	"Harmal"	""	""	"S1"	""	""	"IV"	""	""
"4VIII1LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8927"	"Harmal"	""	""	"S2"	""	""	"VIII"	""	""
"4VIII2LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL8932"	"Harmal"	""	""	"S2"	""	""	"VIII"	""	""
"4III1LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9086"	"Harmal"	""	""	"C"	""	""	"III"	""	""
"4III3LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9091"	"Harmal"	""	""	"C"	""	""	"III"	""	""
"4III4LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9096"	"Harmal"	""	""	"C"	""	""	"III"	""	""
"4II4LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9337"	"Harmal"	""	""	"S1"	""	""	"II"	""	""
"4II1LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9449"	"Harmal"	""	""	"S1"	""	""	"II"	""	""
"4II2LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9456"	"Harmal"	""	""	"S1"	""	""	"II"	""	""
"4II3LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9463"	"Harmal"	""	""	"S1"	""	""	"II"	""	""
"4III1LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9563"	"Harmal"	""	""	"S1"	""	""	"III"	""	""
"4III2LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9568"	"Harmal"	""	""	"S1"	""	""	"III"	""	""
"4III3LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9573"	"Harmal"	""	""	"S1"	""	""	"III"	""	""
"4III4LS1"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9578"	"Harmal"	""	""	"S1"	""	""	"III"	""	""
"4I2LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9668"	"Harmal"	""	""	"C"	""	""	"I"	""	""
"4I4LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9673"	"Harmal"	""	""	"C"	""	""	"I"	""	""
"4VI1LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9748"	"Harmal"	""	""	"S3"	""	""	"VI"	""	""
"4VI2LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9753"	"Harmal"	""	""	"S3"	""	""	"VI"	""	""
"4VI3LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9758"	"Harmal"	""	""	"S3"	""	""	"VI"	""	""
"4VI4LS3"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9763"	"Harmal"	""	""	"S3"	""	""	"VI"	""	""
"4VIII1LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9776"	"Harmal"	""	""	"C"	""	""	"VIII"	""	""
"4VI1LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9822"	"Harmal"	""	""	"S2"	""	""	"VI"	""	""
"4VI2LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9827"	"Harmal"	""	""	"S2"	""	""	"VI"	""	""
"4VI3LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9832"	"Harmal"	""	""	"S2"	""	""	"VI"	""	""
"4VI4LS2"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"HARMAL9837"	"Harmal"	""	""	"S2"	""	""	"VI"	""	""
"5VI1LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"CAMB110132"	"CamB1"	""	""	"C"	""	""	"VI"	""	""
"5VI2LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"CAMB110137"	"CamB1"	""	""	"C"	""	""	"VI"	""	""
"5VI3LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"CAMB110142"	"CamB1"	""	""	"C"	""	""	"VI"	""	""
"5VI4LK"	"Hordeum vulgare"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4513"	"Hordeum vulgare subsp. vulgare"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"CAMB110147"	"CamB1"	""	""	"C"	""	""	"VI"	""	""
