"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Survival]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Term Source REF"	"Term Accession Number"
"Pig Urine 190"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M062209UFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Urine 191"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M062209UPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Urine 192"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M062209US45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 193"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M062711UB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 194"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M062711UFR2"	"Died"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Urine 195"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M062711UFR8"	"Died"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Urine 196"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M062711UFR20"	"Died"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Urine 197"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M062711US45"	"Died"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 198"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M070212UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 199"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M070212UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 200"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M070212UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 201"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M070212UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 202"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M070212US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 203"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071012UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 204"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071012UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 205"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071012UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 206"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071012UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 207"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071012US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 208"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071210UB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 209"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071210US45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 210"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071309UB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 211"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071309UFR2"	"Died"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 212"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071309UFR8"	"Died"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 213"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071309UFR20"	"Died"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 214"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071309US45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 215"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071911UB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 216"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M071911US45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 217"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M073012UB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Urine 218"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M080111UB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 219"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M080111US45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 220"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081009UB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 221"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081009UFR2"	"Died"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 222"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081009US45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 223"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081610UB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Urine 224"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081610UFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Urine 225"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081610UFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Urine 226"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081610UFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Urine 227"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081610UPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Urine 228"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081610US45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Urine 229"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M081709UB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 230"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082211UB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Urine 231"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082211UFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Urine 232"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082211UFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Urine 233"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082211UFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Urine 234"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082211US45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Urine 235"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082410UB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 236"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082410UFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Urine 237"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082410UFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Urine 238"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082410UFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Urine 239"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082410UPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Urine 240"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082410US45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 241"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082911UB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Urine 242"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M082911US45"	"Died"	""	""	"Negative Control"	""	""	"S45"	""	""
"Pig Urine 243"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091310UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 244"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091310UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 245"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091310UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 246"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091310UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 247"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091310UPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Urine 248"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091310US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 249"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091409UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 250"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091409UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 251"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091409UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 252"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091409UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 253"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091409UPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Urine 254"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M091409US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 255"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092110UB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 256"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092110UFR2"	"Died"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 257"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092110UFR8"	"Died"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 258"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092110UFR20"	"Died"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 259"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092110US45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 260"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092109UB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 261"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092109UFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Urine 262"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092109UFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Urine 263"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092109UFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Urine 264"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092109UPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Urine 265"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092109US45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 266"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092710UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 267"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092710UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 268"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092710UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 269"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092710UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 270"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092710UPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Urine 271"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M092710US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 272"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M100410UB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Urine 273"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M100410UFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Urine 274"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M100410UFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Urine 275"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M100410UFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Urine 276"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M100410UPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Urine 277"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M100410US45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Urine 278"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101111UB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 279"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101111UFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Urine 280"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101111UFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Urine 281"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101111UFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Urine 282"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101111US45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 283"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101209UB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 284"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101209UFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Urine 285"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101209UFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Urine 286"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101209UFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Urine 287"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101209UPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Urine 288"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101209US45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 289"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101811UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 290"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101811UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 291"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101811UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 292"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101811US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 293"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101909UB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 294"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101909UFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Urine 295"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101909UFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Urine 296"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101909UFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Urine 297"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101909UPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Urine 298"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M101909US45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 299"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M102510UB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Urine 300"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M102510US45"	"Died"	""	""	"Negative Control"	""	""	"S45"	""	""
