"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Sample type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Polarity]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Experiment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Temperature]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Preservative]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100727_RT72-3_POS"	"sample"	""	""	"60"	""	""	"positive"	""	""	"ex1"	""	""	"room_temperature"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T0-1_NEG"	"sample"	""	""	"72"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T0-2_NEG"	"sample"	""	""	"18"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T0-3_NEG"	"sample"	""	""	"46"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T12-1_NEG"	"sample"	""	""	"70"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T12-2_NEG"	"sample"	""	""	"54"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T12-3_NEG"	"sample"	""	""	"16"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T24-1_NEG"	"sample"	""	""	"47"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T24-2_NEG"	"sample"	""	""	"21"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T24-3_NEG"	"sample"	""	""	"32"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T48-1_NEG"	"sample"	""	""	"65"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T48-2_NEG"	"sample"	""	""	"34"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T48-3_NEG"	"sample"	""	""	"35"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T72-1_NEG"	"sample"	""	""	"36"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T72-2_NEG"	"sample"	""	""	"40"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_AcB-T72-3_NEG"	"sample"	""	""	"41"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-1_NEG"	"blank"	""	""	"1"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-2_NEG"	"blank"	""	""	"2"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-3_NEG"	"blank"	""	""	"3"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-4_NEG"	"blank"	""	""	"13"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-5_NEG"	"blank"	""	""	"25"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-6_NEG"	"blank"	""	""	"37"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-7_NEG"	"blank"	""	""	"49"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-8_NEG"	"blank"	""	""	"61"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Blanc-9_NEG"	"blank"	""	""	"73"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T0-1_NEG"	"sample"	""	""	"68"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T0-2_NEG"	"sample"	""	""	"67"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T0-3_NEG"	"sample"	""	""	"17"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T12-1_NEG"	"sample"	""	""	"71"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T12-2_NEG"	"sample"	""	""	"53"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T12-3_NEG"	"sample"	""	""	"43"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T24-1_NEG"	"sample"	""	""	"24"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T24-2_NEG"	"sample"	""	""	"56"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T24-3_NEG"	"sample"	""	""	"28"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T48-1_NEG"	"sample"	""	""	"44"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T48-2_NEG"	"sample"	""	""	"33"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T48-3_NEG"	"sample"	""	""	"29"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T72-1_NEG"	"sample"	""	""	"64"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T72-2_NEG"	"sample"	""	""	"57"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_F-T72-3_NEG"	"sample"	""	""	"60"	""	""	"negative"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool-1_NEG"	"pool"	""	""	"14"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-2-1_NEG"	"pool"	""	""	"6"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-2-2_NEG"	"pool"	""	""	"9"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-2-3_NEG"	"pool"	""	""	"12"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-4-1_NEG"	"pool"	""	""	"5"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-4-2_NEG"	"pool"	""	""	"8"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-4-3_NEG"	"pool"	""	""	"11"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-5-1_NEG"	"pool"	""	""	"4"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-5-2_NEG"	"pool"	""	""	"7"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool1-5-3_NEG"	"pool"	""	""	"10"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool-2_NEG"	"pool"	""	""	"26"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool-3_NEG"	"pool"	""	""	"38"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool-4_NEG"	"pool"	""	""	"50"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool-5_NEG"	"pool"	""	""	"62"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_Pool-6_NEG"	"pool"	""	""	"74"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_PoolEI-1_NEG"	"pool"	""	""	"15"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_PoolEI-2_NEG"	"pool"	""	""	"27"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_PoolEI-3_NEG"	"pool"	""	""	"39"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_PoolEI-4_NEG"	"pool"	""	""	"51"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_PoolEI-5_NEG"	"pool"	""	""	"63"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_PoolEI-6_NEG"	"pool"	""	""	"75"	""	""	"negative"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T0-1_NEG"	"sample"	""	""	"31"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T0-2_NEG"	"sample"	""	""	"69"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T0-3_NEG"	"sample"	""	""	"42"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T12-1_NEG"	"sample"	""	""	"58"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
