"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC8"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC9"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC10"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeST1"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeST2"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeST3"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeST4"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeST5"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeST6"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeST7"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeST8"
