"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Acquisition date]"	"Term Source REF"	"Term Accession Number"
"R071"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_23_R071_NOR_54"	"20090602_23_R071_NOR_54.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R052"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_24_R052_RIN_54"	"20090602_24_R052_RIN_54.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R003"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_25_R003_AC+_54"	"20090602_25_R003_AC+_54.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R051"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_26_R051_RIN_50"	"20090602_26_R051_RIN_50.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R006"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_27_R006_AC+_50"	"20090602_27_R006_AC+_50.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R016"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_28_R016_CNR_50"	"20090602_28_R016_CNR_50.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R066"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_29_R066_NOR_50"	"20090602_29_R066_NOR_50.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R065"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_30_R065_NOR_48"	"20090602_30_R065_NOR_48.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R050"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_31_R050_RIN_48"	"20090602_31_R050_RIN_48.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"QC"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_32_QC"	"20090602_32_QC.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"AAStd"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_33_AAStd"	"20090602_33_AAStd.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R009"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_34_R009_CNR_48"	"20090602_34_R009_CNR_48.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R025"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_35_R025_AC+_48"	"20090602_35_R025_AC+_48.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R118"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_36_R118_NOR_51"	"20090602_36_R118_NOR_51.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R106"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_37_R106_AC+_51"	"20090602_37_R106_AC+_51.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R130"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_38_R130_RIN_51"	"20090602_38_R130_RIN_51.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R155"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_39_R155_CNR_51"	"20090602_39_R155_CNR_51.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R098"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_40_R098_AC+_20"	"20090602_40_R098_AC+_20.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R142"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_41_R142_RIN_20"	"20090602_41_R142_RIN_20.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R149"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_42_R149_CNR_20"	"20090602_42_R149_CNR_20.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R146"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_43_R146_NOR_20"	"20090602_43_R146_NOR_20.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R095"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_44_R095_AC+_25"	"20090602_44_R095_AC+_25.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R067"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_45_R067_NOR_25"	"20090602_45_R067_NOR_25.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R014"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_46_R014_CNR_25"	"20090602_46_R014_CNR_25.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"QC"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_47_QC"	"20090602_47_QC.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"AAStd"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_48_AAStd"	"20090602_48_AAStd.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R056"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_49_R056_RIN_25"	"20090602_49_R056_RIN_25.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R124"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_50_R124_NOR_49"	"20090602_50_R124_NOR_49.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R102"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_51_R102_CNR_49"	"20090602_51_R102_CNR_49.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R105"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_52_105_AC+_49"	"20090602_52_105_AC+_49.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R136"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_53_R136_RIN_49"	"20090602_53_R136_RIN_49.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R013"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_54_R013_CNR_40"	"20090602_54_R013_CNR_40.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R089"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_55_R089_AC+_40"	"20090602_55_R089_AC+_40.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R054"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_56_R054_RIN_40"	"20090602_56_R054_RIN_40.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R068"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_57_R068_NOR_40"	"20090602_57_R068_NOR_40.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R015"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_58_R015_CNR_15"	"20090602_58_R015_CNR_15.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R072"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_59_R072_NOR_15"	"20090602_59_R072_NOR_15.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R094"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_60_R094_AC+_15"	"20090602_60_R094_AC+_15.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"R055"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_61_R055_RIN_15"	"20090602_61_R055_RIN_15.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"QC"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_62_QC"	"20090602_62_QC.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"AAStd"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090602_63_AAStd"	"20090602_63_AAStd.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090602"	""	""
"AAStd"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090608_01_AAStd"	"20090608_01_AAStd.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090608"	""	""
"Blank"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090608_02_Blank"	"20090608_02_Blank.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090608"	""	""
"QC"	"Extraction"	""	""	"Polar Extract"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.7 µm, 2 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-900"	"Thermo Scientific LTQ XL linear ion trap"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"20090608_03_QC"	"20090608_03_QC.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20090608"	""	""
